gender,age_clean,bmi,height_m,weight_kg,overweight_family,consum_cf,consum_vf,consum_daily,consum_other,smoking,consum_water,cal_monitoring,phyical_activity,device_usage,consum_alchohol,transportation,Obesity
Female,22,45.53,1.72,134.7,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,45.07,1.73,134.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,41.78,1.63,111.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.3,1.63,112.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.08,1.63,111.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,43.25,1.61,112.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,44.23,1.74,133.9,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,43.9,1.74,132.9,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,24,40.79,1.69,116.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,42.2,1.65,114.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,42.16,1.75,129.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,42.38,1.75,129.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,21,47.35,1.8,153.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,46.55,1.82,154.2,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,44.18,1.75,135.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,43.87,1.76,135.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,38.67,1.72,114.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,26,39.97,1.7,115.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.84,1.65,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.33,1.66,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.84,1.65,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.47,1.65,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.34,1.64,105.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,38.39,1.66,105.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.15,1.62,108.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.41,1.64,108.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.86,1.74,132.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,44.44,1.73,133.0,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,25,44.02,1.75,134.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,43.82,1.75,134.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.22,1.63,104.2,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,37.94,1.65,103.3,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,40.59,1.6,103.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.74,1.62,104.3,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,42.97,1.83,143.9,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,42.96,1.82,142.3,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,45.81,1.83,153.4,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,45.78,1.83,153.3,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,40.48,1.67,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.37,1.66,114.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.61,1.63,113.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.14,1.65,112.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,26,37.04,1.69,105.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,37.41,1.68,105.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,26,37.8,1.68,106.7,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,37.84,1.68,106.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,43.6,1.71,127.5,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,41.98,1.74,127.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,44.62,1.72,132.0,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,44.07,1.73,131.9,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,27,42.53,1.63,113.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,43.59,1.6,111.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.57,1.64,111.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.08,1.63,111.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,44.85,1.74,135.8,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,23,44.51,1.75,136.3,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,43.55,1.76,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.49,1.76,134.7,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,43.32,1.79,138.8,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,44.96,1.75,137.7,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,21,46.58,1.83,156.0,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,47.98,1.81,157.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.45,1.76,134.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,43.06,1.77,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.45,1.76,134.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.06,1.77,134.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.35,1.64,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.35,1.64,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.43,1.65,112.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.43,1.65,112.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,38.86,1.65,105.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.37,1.64,105.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.73,1.62,106.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.9,1.63,106.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,24,44.24,1.75,135.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,24,42.93,1.77,134.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,20,43.49,1.76,134.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,20,43.49,1.76,134.7,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,27,39.4,1.62,103.4,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.85,1.61,103.3,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.51,1.62,103.7,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,6
Female,27,39.37,1.63,104.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,40.23,1.63,106.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.35,1.62,105.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.39,1.63,107.3,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,40.77,1.62,107.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,43.27,1.8,140.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,44.22,1.78,140.1,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,42.84,1.8,138.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,44.3,1.77,138.8,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,19,43.41,1.82,143.8,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,46.65,1.76,144.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,46.52,1.82,154.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,47.16,1.81,154.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.35,1.64,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.47,1.65,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.4,1.65,112.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.4,1.65,112.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.23,1.63,106.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,38.93,1.65,106.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.54,1.62,106.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.54,1.62,106.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.71,1.64,106.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.71,1.64,106.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,26,37.04,1.69,105.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,26,36.96,1.7,106.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,40.12,1.67,111.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.07,1.69,111.6,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,42.19,1.63,112.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,41.31,1.64,111.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,45.31,1.69,129.4,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,20,45.03,1.68,127.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,42.87,1.7,123.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,42.84,1.7,123.8,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,23,43.06,1.77,134.9,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,23,43.36,1.76,134.3,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,44.64,1.73,133.6,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,44.74,1.73,133.9,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,27,41.78,1.63,111.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.78,1.63,111.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.09,1.64,113.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.1,1.65,111.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.75,1.64,112.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.34,1.63,112.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.15,1.63,112.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,43.83,1.6,112.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,43.96,1.74,133.1,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,44.47,1.73,133.1,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,23,44.54,1.73,133.3,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,23,45.86,1.71,134.1,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,25,40.44,1.69,115.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,39.84,1.71,116.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,41.66,1.66,114.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,26,40.39,1.68,114.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,20,42.19,1.76,130.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,19,42.06,1.75,128.8,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,21,42.0,1.76,130.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,43.94,1.73,131.5,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,22,47.88,1.76,148.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,21,43.18,1.83,144.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,46.04,1.82,152.5,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,22,49.44,1.75,151.4,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,20,44.02,1.75,134.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,19,44.08,1.75,135.0,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,6
Female,23,43.84,1.76,135.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,23,43.58,1.76,135.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,41.27,1.67,115.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,26,40.25,1.68,113.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.11,1.68,113.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.91,1.67,114.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.31,1.64,113.8,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.35,1.64,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,42.35,1.64,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.84,1.65,113.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.73,1.65,113.6,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.79,1.64,112.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.97,1.66,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,41.47,1.65,112.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.9,1.63,106.0,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,39.37,1.64,105.9,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,39.78,1.64,107.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.39,1.62,106.0,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.56,1.64,109.1,1,1,3,3,Sometimes,no,1,no,1,0,Sometimes,pt,6
Female,27,40.68,1.64,109.4,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.6,1.64,109.2,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,27,40.56,1.64,109.1,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,22,44.77,1.73,134.0,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,23,44.59,1.74,135.0,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,43.7,1.74,132.3,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,22,44.75,1.72,132.4,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,pt,6
Female,23,43.49,1.76,134.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,24,43.49,1.76,134.7,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,44.18,1.75,135.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
Female,25,44.24,1.75,135.5,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,pt,6
